chrom1	start1	end1	chrom2	start2	end2	bin1	bin2	score	pvalue	qvalue
chr15	354000	356000	chr15	364000	366000	2391	2396	0.1207792733	0.0718236719916001	0.2764390890362113
chr15	354000	356000	chr15	366000	368000	2391	2397	0.1609482150	0.01360001950890746	0.1009628566932452
chr15	354000	356000	chr15	368000	370000	2391	2398	0.1857024739	0.003537334321717793	0.038733810822809835
chr15	354000	356000	chr15	392000	394000	2391	2410			
chr15	364000	366000	chr15	392000	394000	2396	2410			
chr15	364000	366000	chr15	412000	414000	2396	2420			
chr15	364000	366000	chr15	414000	416000	2396	2421			
chr15	366000	368000	chr15	392000	394000	2397	2410	-0.1282673500	0.030911378311743946	0.16551569316068274
chr15	366000	368000	chr15	412000	414000	2397	2420			
chr15	366000	368000	chr15	414000	416000	2397	2421			
chr15	368000	370000	chr15	392000	394000	2398	2410	-0.1051910785	0.07942120692673392	0.295301261747958
chr15	368000	370000	chr15	412000	414000	2398	2420			
chr15	368000	370000	chr15	414000	416000	2398	2421			
chr15	392000	394000	chr15	412000	414000	2410	2420	0.2032798911	0.0007910642896882617	0.013642312878677869
chr15	392000	394000	chr15	414000	416000	2410	2421	0.1883549227	0.001699987935046191	0.022981318381179987
chr15	412000	414000	chr15	450000	452000	2420	2439			
chr15	412000	414000	chr15	454000	456000	2420	2441			
chr15	414000	416000	chr15	450000	452000	2421	2439			
chr15	414000	416000	chr15	454000	456000	2421	2441			
chr15	450000	452000	chr15	468000	470000	2439	2448	0.0866803422	0.16277616138342277	0.4357943684959607
chr15	450000	452000	chr15	476000	478000	2439	2452	0.1295795962	0.029217390927166735	0.16035468679480838
chr15	450000	452000	chr15	482000	484000	2439	2455			
chr15	450000	452000	chr15	496000	498000	2439	2462			
chr15	454000	456000	chr15	468000	470000	2441	2448	0.0307845821	0.6326101451956403	0.8903703200375657
chr15	454000	456000	chr15	476000	478000	2441	2452	0.0687633106	0.25688843835208475	0.5676949344006716
chr15	454000	456000	chr15	482000	484000	2441	2455	0.0001658736	0.9977735655696613	1
chr15	454000	456000	chr15	496000	498000	2441	2462			
chr15	468000	470000	chr15	482000	484000	2448	2455	0.1625675075	0.01088658922445514	0.08765305294689983
chr15	468000	470000	chr15	496000	498000	2448	2462	0.0686165723	0.24762956804082872	0.55816058936611
chr15	476000	478000	chr15	496000	498000	2452	2462	-0.0164757632	0.7885220796402855	0.9671114437290794
chr15	482000	484000	chr15	496000	498000	2455	2462	0.0031137799	0.9614460576882946	1
chr15	496000	498000	chr15	536000	538000	2462	2482			
chr15	496000	498000	chr15	538000	540000	2462	2483			
chr15	536000	538000	chr15	562000	564000	2482	2495			
chr15	536000	538000	chr15	564000	566000	2482	2496			
chr15	536000	538000	chr15	578000	580000	2482	2503			
chr15	536000	538000	chr15	580000	582000	2482	2504			
chr15	538000	540000	chr15	562000	564000	2483	2495			
chr15	538000	540000	chr15	564000	566000	2483	2496			
chr15	538000	540000	chr15	578000	580000	2483	2503			
chr15	538000	540000	chr15	580000	582000	2483	2504			
chr15	538000	540000	chr15	588000	590000	2483	2508			
chr15	562000	564000	chr15	578000	580000	2495	2503			
chr15	562000	564000	chr15	580000	582000	2495	2504			
chr15	562000	564000	chr15	588000	590000	2495	2508			
chr15	562000	564000	chr15	600000	602000	2495	2514			
chr15	564000	566000	chr15	578000	580000	2496	2503			
chr15	564000	566000	chr15	580000	582000	2496	2504			
chr15	564000	566000	chr15	588000	590000	2496	2508			
chr15	564000	566000	chr15	600000	602000	2496	2514			
chr15	578000	580000	chr15	588000	590000	2503	2508	0.0453806152	0.5356960458325686	0.8255977061036771
chr15	578000	580000	chr15	600000	602000	2503	2514			
chr15	578000	580000	chr15	626000	628000	2503	2527			
chr15	580000	582000	chr15	600000	602000	2504	2514			
chr15	580000	582000	chr15	626000	628000	2504	2527			
chr15	588000	590000	chr15	600000	602000	2508	2514	0.0092836232	0.8992448255946975	1
chr15	588000	590000	chr15	626000	628000	2508	2527			
chr15	600000	602000	chr15	626000	628000	2514	2527			
chr15	626000	628000	chr15	658000	660000	2527	2543			
chr15	626000	628000	chr15	676000	678000	2527	2552			
chr15	658000	660000	chr15	676000	678000	2543	2552	0.0534227967	0.3903874616115577	0.7042409727589055
chr15	658000	660000	chr15	696000	698000	2543	2562			
chr15	658000	660000	chr15	698000	700000	2543	2563			
chr15	658000	660000	chr15	702000	704000	2543	2565			
chr15	676000	678000	chr15	696000	698000	2552	2562	0.0000896955	0.9989530706548748	1
chr15	676000	678000	chr15	698000	700000	2552	2563	0.0112951922	0.866943682146401	1
chr15	676000	678000	chr15	702000	704000	2552	2565	0.0617747290	0.349266422793546	0.6691981329115186
chr15	696000	698000	chr15	728000	730000	2562	2578			
chr15	698000	700000	chr15	728000	730000	2563	2578			
chr15	702000	704000	chr15	728000	730000	2565	2578			
chr15	702000	704000	chr15	752000	754000	2565	2590			
chr15	728000	730000	chr15	752000	754000	2578	2590	0.0088800822	0.8827130047139107	1
chr15	728000	730000	chr15	776000	778000	2578	2602			
chr15	752000	754000	chr15	776000	778000	2590	2602	0.0247687495	0.6806520218035328	0.9202495803239615
chr15	752000	754000	chr15	788000	790000	2590	2608			
chr15	752000	754000	chr15	798000	800000	2590	2613			
chr15	776000	778000	chr15	788000	790000	2602	2608	-0.1073478868	0.10145144495368112	0.34077994639972825
chr15	776000	778000	chr15	798000	800000	2602	2613	0.0918807074	0.12931078000879012	0.38776296299210833
chr15	788000	790000	chr15	798000	800000	2608	2613	0.1062499711	0.11366953701801127	0.36235267259016696
chr15	854000	856000	chr15	888000	890000	2641	2658			
chr15	854000	856000	chr15	890000	892000	2641	2659			
chr15	888000	890000	chr15	916000	918000	2658	2672	-0.0426484625	0.4728228585607155	0.7779729979323569
chr15	888000	890000	chr15	934000	936000	2658	2681			
chr15	888000	890000	chr15	936000	938000	2658	2682			
chr15	890000	892000	chr15	916000	918000	2659	2672	-0.1178211302	0.04762221950948436	0.21700295852451806
chr15	890000	892000	chr15	934000	936000	2659	2681			
chr15	890000	892000	chr15	936000	938000	2659	2682			
chr15	916000	918000	chr15	934000	936000	2672	2681	0.0039008680	0.9500392129186889	1
chr15	916000	918000	chr15	936000	938000	2672	2682	0.0221116555	0.7188393914083346	0.9393912962384338
chr15	934000	936000	chr15	972000	974000	2681	2700			
chr15	936000	938000	chr15	972000	974000	2682	2700			
chr15	972000	974000	chr15	996000	998000	2700	2712			
chr15	972000	974000	chr15	1012000	1014000	2700	2720			
chr15	996000	998000	chr15	1012000	1014000	2712	2720	-0.0857729097	0.17397890432891172	0.4546704063010939
chr15	996000	998000	chr15	1024000	1026000	2712	2726	-0.0857726429	0.14804447130345347	0.4143296601177742
chr15	996000	998000	chr15	1026000	1028000	2712	2727	-0.0576153754	0.3301866985973453	0.6518593718102991
chr15	1012000	1014000	chr15	1024000	1026000	2720	2726	0.1149201450	0.079364464806227	0.295301261747958
chr15	1012000	1014000	chr15	1026000	1028000	2720	2727	0.1937790129	0.0023130330587232523	0.02869853827529179
chr15	1012000	1014000	chr15	1058000	1060000	2720	2743			
chr15	1024000	1026000	chr15	1058000	1060000	2726	2743			
chr15	1024000	1026000	chr15	1068000	1070000	2726	2748			
chr15	1024000	1026000	chr15	1070000	1072000	2726	2749			
chr15	1026000	1028000	chr15	1058000	1060000	2727	2743			
chr15	1026000	1028000	chr15	1068000	1070000	2727	2748			
chr15	1026000	1028000	chr15	1070000	1072000	2727	2749			
chr15	1058000	1060000	chr15	1068000	1070000	2743	2748			
chr15	1058000	1060000	chr15	1070000	1072000	2743	2749			
chr15	1058000	1060000	chr15	1078000	1080000	2743	2753			
chr15	1068000	1070000	chr15	1078000	1080000	2748	2753			
chr16	6000	8000	chr16	26000	28000	2763	2773			
chr16	6000	8000	chr16	38000	40000	2763	2779			
chr16	6000	8000	chr16	42000	44000	2763	2781			
chr16	6000	8000	chr16	50000	52000	2763	2785			
chr16	10000	12000	chr16	26000	28000	2765	2773			
chr16	10000	12000	chr16	38000	40000	2765	2779			
chr16	10000	12000	chr16	42000	44000	2765	2781			
chr16	10000	12000	chr16	50000	52000	2765	2785			
chr16	12000	14000	chr16	26000	28000	2766	2773			
chr16	12000	14000	chr16	38000	40000	2766	2779			
chr16	12000	14000	chr16	42000	44000	2766	2781			
chr16	12000	14000	chr16	50000	52000	2766	2785			
chr16	12000	14000	chr16	62000	64000	2766	2791			
chr16	14000	16000	chr16	26000	28000	2767	2773			
chr16	14000	16000	chr16	38000	40000	2767	2779			
chr16	14000	16000	chr16	42000	44000	2767	2781			
chr16	14000	16000	chr16	50000	52000	2767	2785			
chr16	14000	16000	chr16	62000	64000	2767	2791			
chr16	26000	28000	chr16	38000	40000	2773	2779	0.1072743132	0.14851542611527524	0.4143296601177742
chr16	26000	28000	chr16	42000	44000	2773	2781	-0.0026686414	0.9721617953781756	1
chr16	26000	28000	chr16	50000	52000	2773	2785			
chr16	26000	28000	chr16	62000	64000	2773	2791			
chr16	26000	28000	chr16	70000	72000	2773	2795			
chr16	38000	40000	chr16	50000	52000	2779	2785	-0.0580714875	0.4353977411901925	0.7480293363283447
chr16	38000	40000	chr16	62000	64000	2779	2791			
chr16	38000	40000	chr16	70000	72000	2779	2795			
chr16	42000	44000	chr16	62000	64000	2781	2791			
chr16	42000	44000	chr16	70000	72000	2781	2795			
chr16	42000	44000	chr16	90000	92000	2781	2805			
chr16	50000	52000	chr16	62000	64000	2785	2791	-0.1643520032	0.03313346900371975	0.17406002005946739
chr16	50000	52000	chr16	70000	72000	2785	2795			
chr16	50000	52000	chr16	90000	92000	2785	2805			
chr16	62000	64000	chr16	90000	92000	2791	2805			
chr16	70000	72000	chr16	90000	92000	2795	2805			
chr16	70000	72000	chr16	114000	116000	2795	2817			
chr16	90000	92000	chr16	114000	116000	2805	2817	-0.0274301503	0.6485206963281387	0.9011542762689164
chr16	90000	92000	chr16	138000	140000	2805	2829			
chr16	114000	116000	chr16	138000	140000	2817	2829	0.0192319552	0.7493135494102282	0.9534532649235201
chr16	114000	116000	chr16	148000	150000	2817	2834	0.1241799725	0.03477491380510807	0.18132633626949207
chr16	138000	140000	chr16	148000	150000	2829	2834	0.1703075902	0.010743700272957544	0.08710615641733972
chr16	138000	140000	chr16	166000	168000	2829	2843	-0.0141711510	0.8115618561596623	0.9781620610840178
chr16	138000	140000	chr16	182000	184000	2829	2851			
chr16	138000	140000	chr16	184000	186000	2829	2852			
chr16	148000	150000	chr16	166000	168000	2834	2843	-0.0228289699	0.7138045558551411	0.9393912962384338
chr16	148000	150000	chr16	182000	184000	2834	2851			
chr16	148000	150000	chr16	184000	186000	2834	2852			
chr16	148000	150000	chr16	192000	194000	2834	2856			
chr16	148000	150000	chr16	194000	196000	2834	2857			
chr16	166000	168000	chr16	182000	184000	2843	2851	0.1366925146	0.029636669787494508	0.16145349958858948
chr16	166000	168000	chr16	184000	186000	2843	2852	0.1176312192	0.05766644757448783	0.23792068961453616
chr16	166000	168000	chr16	192000	194000	2843	2856	0.0470518127	0.4307498163307736	0.7457249784698768
chr16	166000	168000	chr16	194000	196000	2843	2857	0.0097790833	0.8693258271103462	1
chr16	166000	168000	chr16	210000	212000	2843	2865			
chr16	166000	168000	chr16	212000	214000	2843	2866			
chr16	182000	184000	chr16	192000	194000	2851	2856	-0.0989931889	0.14071572336411517	0.40336051592593225
chr16	182000	184000	chr16	194000	196000	2851	2857	-0.1204093072	0.0659173773556594	0.2619946577293904
chr16	182000	184000	chr16	210000	212000	2851	2865			
chr16	182000	184000	chr16	212000	214000	2851	2866			
chr16	182000	184000	chr16	232000	234000	2851	2876			
chr16	184000	186000	chr16	194000	196000	2852	2857	-0.0634764024	0.34579611009691746	0.6654600009773719
chr16	184000	186000	chr16	210000	212000	2852	2865			
chr16	184000	186000	chr16	212000	214000	2852	2866			
chr16	184000	186000	chr16	232000	234000	2852	2876			
chr16	192000	194000	chr16	210000	212000	2856	2865	0.2612700473	1.7373462558593463e-05	0.0007178845849682959
chr16	192000	194000	chr16	212000	214000	2856	2866	0.1907928841	0.0016641925701128318	0.022637153593460257
chr16	192000	194000	chr16	232000	234000	2856	2876			
chr16	194000	196000	chr16	210000	212000	2857	2865	0.2137682712	0.0005971242677218871	0.011888201330099388
chr16	194000	196000	chr16	212000	214000	2857	2866	0.1180292422	0.05681801007662805	0.23701227060536276
chr16	194000	196000	chr16	232000	234000	2857	2876			
chr16	210000	212000	chr16	232000	234000	2865	2876	0.0008334397	0.9890532464406151	1
chr16	210000	212000	chr16	250000	252000	2865	2885			
chr16	212000	214000	chr16	232000	234000	2866	2876	0.0244688321	0.690332961796847	0.9260043265265347
chr16	212000	214000	chr16	250000	252000	2866	2885			
chr16	232000	234000	chr16	250000	252000	2876	2885	0.2712392488	7.874434322803687e-06	0.00036691513121149094
chr16	232000	234000	chr16	274000	276000	2876	2897			
chr16	250000	252000	chr16	274000	276000	2885	2897	0.0209034919	0.728346807760727	0.9422826574581861
chr16	274000	276000	chr16	306000	308000	2897	2913			
chr16	274000	276000	chr16	316000	318000	2897	2918			
chr16	274000	276000	chr16	318000	320000	2897	2919			
chr16	306000	308000	chr16	316000	318000	2913	2918	0.0663725970	0.32417523348421345	0.6488268550653646
chr16	306000	308000	chr16	318000	320000	2913	2919	0.1288074419	0.04899448173183115	0.21987277662440619
chr16	306000	308000	chr16	326000	328000	2913	2923	0.3013189417	4.1440527235683366e-07	3.36128720911654e-05
chr16	306000	308000	chr16	330000	332000	2913	2925	0.2040286614	0.0005864109157425109	0.011888201330099388
chr16	316000	318000	chr16	326000	328000	2918	2923	0.1387893119	0.03827002637350821	0.19266978794938616
chr16	316000	318000	chr16	330000	332000	2918	2925	0.0985919387	0.12464956957397429	0.3844824751647939
chr16	318000	320000	chr16	330000	332000	2919	2925	0.0643202553	0.3276122358013623	0.6504721635584618
chr16	326000	328000	chr16	376000	378000	2923	2948			
chr16	330000	332000	chr16	376000	378000	2925	2948			
chr16	376000	378000	chr16	396000	398000	2948	2958			
chr16	376000	378000	chr16	422000	424000	2948	2971			
chr16	396000	398000	chr16	422000	424000	2958	2971			
chr16	396000	398000	chr16	436000	438000	2958	2978			
chr16	396000	398000	chr16	444000	446000	2958	2982			
chr16	422000	424000	chr16	436000	438000	2971	2978			
chr16	422000	424000	chr16	444000	446000	2971	2982			
chr16	422000	424000	chr16	470000	472000	2971	2995			
chr16	422000	424000	chr16	472000	474000	2971	2996			
chr16	436000	438000	chr16	470000	472000	2978	2995			
chr16	436000	438000	chr16	472000	474000	2978	2996			
chr16	436000	438000	chr16	486000	488000	2978	3003			
chr16	444000	446000	chr16	470000	472000	2982	2995			
chr16	444000	446000	chr16	472000	474000	2982	2996			
chr16	444000	446000	chr16	486000	488000	2982	3003			
chr16	470000	472000	chr16	486000	488000	2995	3003	0.0013782404	0.9826139493393203	1
chr16	470000	472000	chr16	498000	500000	2995	3009			
chr16	470000	472000	chr16	500000	502000	2995	3010			
chr16	470000	472000	chr16	510000	512000	2995	3015			
chr16	472000	474000	chr16	486000	488000	2996	3003	-0.0472262326	0.4631352152564576	0.7683834253118502
chr16	472000	474000	chr16	498000	500000	2996	3009			
chr16	472000	474000	chr16	500000	502000	2996	3010			
chr16	472000	474000	chr16	510000	512000	2996	3015			
chr16	486000	488000	chr16	498000	500000	3003	3009	0.1841295461	0.004642986189237595	0.047514671749674456
chr16	486000	488000	chr16	500000	502000	3003	3010	0.1199743179	0.061273534399229966	0.24810789113813794
chr16	486000	488000	chr16	510000	512000	3003	3015			
chr16	486000	488000	chr16	524000	526000	3003	3022			
chr16	486000	488000	chr16	532000	534000	3003	3026			
chr16	486000	488000	chr16	534000	536000	3003	3027			
chr16	498000	500000	chr16	510000	512000	3009	3015	-0.0512045208	0.4360253289073448	0.7480293363283447
chr16	498000	500000	chr16	524000	526000	3009	3022			
chr16	498000	500000	chr16	532000	534000	3009	3026			
chr16	498000	500000	chr16	534000	536000	3009	3027			
chr16	498000	500000	chr16	540000	542000	3009	3030			
chr16	498000	500000	chr16	542000	544000	3009	3031			
chr16	500000	502000	chr16	510000	512000	3010	3015	0.0128415329	0.8489320857014686	0.9979394888278132
chr16	500000	502000	chr16	524000	526000	3010	3022			
chr16	500000	502000	chr16	532000	534000	3010	3026			
chr16	500000	502000	chr16	534000	536000	3010	3027			
chr16	500000	502000	chr16	540000	542000	3010	3030			
chr16	500000	502000	chr16	542000	544000	3010	3031			
chr16	510000	512000	chr16	524000	526000	3015	3022	0.1254253800	0.050296534775836566	0.22279885466615523
chr16	510000	512000	chr16	532000	534000	3015	3026			
chr16	510000	512000	chr16	534000	536000	3015	3027			
chr16	510000	512000	chr16	540000	542000	3015	3030			
chr16	510000	512000	chr16	542000	544000	3015	3031			
chr16	524000	526000	chr16	534000	536000	3022	3027	-0.0375281315	0.5776000741243312	0.8518142507288117
chr16	524000	526000	chr16	540000	542000	3022	3030	-0.0959215754	0.12817687659010668	0.38771734769659344
chr16	524000	526000	chr16	542000	544000	3022	3031	-0.0605294944	0.3303358391887198	0.6518593718102991
chr16	524000	526000	chr16	568000	570000	3022	3044	0.1140053177	0.052815852102854825	0.22753896574195207
chr16	524000	526000	chr16	570000	572000	3022	3045			
chr16	524000	526000	chr16	574000	576000	3022	3047			
chr16	532000	534000	chr16	542000	544000	3026	3031	0.0771563422	0.25150869858972924	0.5609002544923697
chr16	532000	534000	chr16	568000	570000	3026	3044	0.1355461699	0.021083316240017486	0.13267949013114452
chr16	532000	534000	chr16	570000	572000	3026	3045	0.1164156734	0.047958644715007645	0.21700295852451806
chr16	532000	534000	chr16	574000	576000	3026	3047			
chr16	532000	534000	chr16	576000	578000	3026	3048			
chr16	534000	536000	chr16	568000	570000	3027	3044	0.1809323349	0.00197541041763934	0.02559851369603642
chr16	534000	536000	chr16	570000	572000	3027	3045	0.1543941704	0.008486108346396893	0.07493781160729514
chr16	534000	536000	chr16	574000	576000	3027	3047			
chr16	534000	536000	chr16	576000	578000	3027	3048			
chr16	540000	542000	chr16	568000	570000	3030	3044	0.2760737653	1.860839048035112e-06	0.00011985992691755574
chr16	540000	542000	chr16	570000	572000	3030	3045	0.2606086599	6.685936456199659e-06	0.0003327772917972103
chr16	540000	542000	chr16	574000	576000	3030	3047	0.1828476669	0.0017635737831194166	0.023407433848675895
chr16	540000	542000	chr16	576000	578000	3030	3048			
chr16	542000	544000	chr16	568000	570000	3031	3044	0.2546980551	1.3135589676888953e-05	0.0005532104113920539
chr16	542000	544000	chr16	570000	572000	3031	3045	0.2412089099	3.483297916048381e-05	0.0012929529552789753
chr16	542000	544000	chr16	574000	576000	3031	3047	0.1534442079	0.008906144079830222	0.07742115942058697
chr16	542000	544000	chr16	576000	578000	3031	3048			
chr16	568000	570000	chr16	600000	602000	3044	3060			
chr16	568000	570000	chr16	612000	614000	3044	3066			
chr16	570000	572000	chr16	600000	602000	3045	3060			
chr16	570000	572000	chr16	612000	614000	3045	3066			
chr16	574000	576000	chr16	600000	602000	3047	3060			
chr16	574000	576000	chr16	612000	614000	3047	3066			
chr16	576000	578000	chr16	600000	602000	3048	3060	-0.1331257586	0.026090824329422915	0.14881957938771523
chr16	576000	578000	chr16	612000	614000	3048	3066			
chr16	600000	602000	chr16	612000	614000	3060	3066	0.1644906033	0.011637097455950124	0.0913366913886793
chr16	600000	602000	chr16	636000	638000	3060	3078			
chr16	600000	602000	chr16	650000	652000	3060	3085			
chr16	612000	614000	chr16	636000	638000	3066	3078			
chr16	612000	614000	chr16	650000	652000	3066	3085			
chr16	612000	614000	chr16	660000	662000	3066	3090			
chr16	612000	614000	chr16	662000	664000	3066	3091			
chr16	636000	638000	chr16	650000	652000	3078	3085			
chr16	636000	638000	chr16	660000	662000	3078	3090			
chr16	636000	638000	chr16	662000	664000	3078	3091			
chr16	636000	638000	chr16	674000	676000	3078	3097			
chr16	650000	652000	chr16	660000	662000	3085	3090	0.0578771165	0.3901105820943671	0.7042409727589055
chr16	650000	652000	chr16	662000	664000	3085	3091	0.0080577777	0.9025265910900006	1
chr16	650000	652000	chr16	674000	676000	3085	3097	0.1162166292	0.052440588333631626	0.2274156206943629
chr16	650000	652000	chr16	690000	692000	3085	3105			
chr16	650000	652000	chr16	692000	694000	3085	3106			
chr16	660000	662000	chr16	674000	676000	3090	3097	0.2006018552	0.0015940713178351344	0.02195607664188015
chr16	660000	662000	chr16	690000	692000	3090	3105			
chr16	660000	662000	chr16	692000	694000	3090	3106			
chr16	660000	662000	chr16	702000	704000	3090	3111			
chr16	662000	664000	chr16	674000	676000	3091	3097	0.1771831408	0.006495211726333897	0.06052984544966484
chr16	662000	664000	chr16	690000	692000	3091	3105	-0.0698002837	0.23954090066163025	0.5487390925198433
chr16	662000	664000	chr16	692000	694000	3091	3106			
chr16	662000	664000	chr16	702000	704000	3091	3111			
chr16	674000	676000	chr16	690000	692000	3097	3105	0.0493041511	0.43527334851525185	0.7480293363283447
chr16	674000	676000	chr16	692000	694000	3097	3106	0.1006568707	0.10474287134439585	0.34625887074565853
chr16	674000	676000	chr16	702000	704000	3097	3111			
chr16	674000	676000	chr16	716000	718000	3097	3118			
chr16	690000	692000	chr16	702000	704000	3105	3111	-0.1341440361	0.040249828216720185	0.19631876123522765
chr16	690000	692000	chr16	716000	718000	3105	3118	-0.2237041621	0.00014028020127530158	0.003840170509911381
chr16	692000	694000	chr16	702000	704000	3106	3111	-0.1626434976	0.014932638050900407	0.10477198142103594
chr16	692000	694000	chr16	716000	718000	3106	3118	-0.2259344211	0.00013377532605308827	0.003708455241218523
chr16	702000	704000	chr16	716000	718000	3111	3118	0.2805501492	7.630571861563022e-06	0.000363281573409196
chr16	702000	704000	chr16	744000	746000	3111	3132			
chr16	716000	718000	chr16	744000	746000	3118	3132			
chr16	744000	746000	chr16	768000	770000	3132	3144	0.0909783309	0.1296112952016308	0.3877714979393053
chr16	768000	770000	chr16	804000	806000	3144	3162			
chr16	860000	862000	chr16	880000	882000	3190	3200	0.2686965559	0.0004193628330959403	0.008946628371651657
chr16	860000	862000	chr16	884000	886000	3190	3202	0.0351619193	0.6369687515729308	0.8930611817827903
chr16	862000	864000	chr16	880000	882000	3191	3200	0.2062709002	0.0059131028221788805	0.057554200802541096
chr16	862000	864000	chr16	884000	886000	3191	3202	-0.0202116916	0.7810870769595732	0.9669861472211541
chr16	880000	882000	chr16	916000	918000	3200	3218	0.0479367080	0.41719047385529073	0.729807116510391
chr16	884000	886000	chr16	916000	918000	3202	3218	0.1299156526	0.027135676573600713	0.15237726075945016
chr16	884000	886000	chr16	932000	934000	3202	3226			
chr16	884000	886000	chr16	934000	936000	3202	3227			
chr16	916000	918000	chr16	932000	934000	3218	3226	-0.2143240003	0.0021332554635635293	0.027161799216303077
chr16	916000	918000	chr16	934000	936000	3218	3227	-0.1460597923	0.04258084327015166	0.20535750264819355
chr2	8000	10000	chr2	34000	36000	3239	3252			
chr2	8000	10000	chr2	46000	48000	3239	3258			
chr2	8000	10000	chr2	50000	52000	3239	3260			
chr2	34000	36000	chr2	46000	48000	3252	3258	-0.0658502570	0.36845068436814854	0.6868545218937072
chr2	34000	36000	chr2	50000	52000	3252	3260	-0.1443122684	0.03269091347499676	0.17293019446918576
chr2	34000	36000	chr2	66000	68000	3252	3268			
chr2	34000	36000	chr2	78000	80000	3252	3274			
chr2	34000	36000	chr2	80000	82000	3252	3275			
chr2	46000	48000	chr2	66000	68000	3258	3268	-0.0850780953	0.19394007993754547	0.4870762495340608
chr2	46000	48000	chr2	78000	80000	3258	3274			
chr2	46000	48000	chr2	80000	82000	3258	3275			
chr2	46000	48000	chr2	92000	94000	3258	3281			
chr2	50000	52000	chr2	66000	68000	3260	3268	-0.0436496714	0.48981649081123346	0.7922438071466775
chr2	50000	52000	chr2	78000	80000	3260	3274			
chr2	50000	52000	chr2	80000	82000	3260	3275			
chr2	50000	52000	chr2	92000	94000	3260	3281			
chr2	66000	68000	chr2	78000	80000	3268	3274	0.2328734096	0.00031153399922057397	0.0073361232074522255
chr2	66000	68000	chr2	80000	82000	3268	3275	0.2253475564	0.00037166882503042003	0.00830566047772061
chr2	66000	68000	chr2	92000	94000	3268	3281			
chr2	66000	68000	chr2	104000	106000	3268	3287			
chr2	78000	80000	chr2	92000	94000	3274	3281	-0.1444117678	0.02396711135570654	0.14286886652327757
chr2	78000	80000	chr2	104000	106000	3274	3287			
chr2	78000	80000	chr2	118000	120000	3274	3294			
chr2	80000	82000	chr2	92000	94000	3275	3281	-0.1532025616	0.01892751404232193	0.12506574913279975
chr2	80000	82000	chr2	104000	106000	3275	3287			
chr2	80000	82000	chr2	118000	120000	3275	3294			
chr2	92000	94000	chr2	104000	106000	3281	3287	0.1500820560	0.02153837307066974	0.13476867721361924
chr2	92000	94000	chr2	118000	120000	3281	3294	0.1519450305	0.010396081419919254	0.08495305339411628
chr2	104000	106000	chr2	118000	120000	3287	3294	0.1178345278	0.0660887039085159	0.2621997492022642
chr2	104000	106000	chr2	150000	152000	3287	3310			
chr2	118000	120000	chr2	150000	152000	3294	3310			
chr2	150000	152000	chr2	174000	176000	3310	3322			
chr2	150000	152000	chr2	176000	178000	3310	3323			
chr2	150000	152000	chr2	184000	186000	3310	3327			
chr2	150000	152000	chr2	196000	198000	3310	3333			
chr2	174000	176000	chr2	184000	186000	3322	3327	0.4340085821	5.406614778954898e-12	2.9601215914778067e-09
chr2	174000	176000	chr2	196000	198000	3322	3333	0.1156169691	0.055896100265713636	0.23535865663741276
chr2	174000	176000	chr2	210000	212000	3322	3340			
chr2	174000	176000	chr2	212000	214000	3322	3341			
chr2	176000	178000	chr2	196000	198000	3323	3333	0.0897250753	0.14304180496142693	0.4063055160382944
chr2	176000	178000	chr2	210000	212000	3323	3340			
chr2	176000	178000	chr2	212000	214000	3323	3341			
chr2	184000	186000	chr2	196000	198000	3327	3333	-0.1163145715	0.07575498203734217	0.2865343880168901
chr2	184000	186000	chr2	210000	212000	3327	3340			
chr2	184000	186000	chr2	212000	214000	3327	3341			
chr2	196000	198000	chr2	210000	212000	3333	3340	0.0716127634	0.3020276199707466	0.6232796376922479
chr2	196000	198000	chr2	212000	214000	3333	3341	0.1540209095	0.022501466442245124	0.1392477045475855
chr2	210000	212000	chr2	252000	254000	3340	3361			
chr2	210000	212000	chr2	258000	260000	3340	3364			
chr2	212000	214000	chr2	252000	254000	3341	3361			
chr2	212000	214000	chr2	258000	260000	3341	3364			
chr2	252000	254000	chr2	282000	284000	3361	3376			
chr2	252000	254000	chr2	284000	286000	3361	3377			
chr2	252000	254000	chr2	300000	302000	3361	3385			
chr2	252000	254000	chr2	302000	304000	3361	3386			
chr2	258000	260000	chr2	282000	284000	3364	3376			
chr2	258000	260000	chr2	284000	286000	3364	3377			
chr2	258000	260000	chr2	300000	302000	3364	3385			
chr2	258000	260000	chr2	302000	304000	3364	3386			
chr2	282000	284000	chr2	300000	302000	3376	3385			
chr2	282000	284000	chr2	302000	304000	3376	3386			
chr2	282000	284000	chr2	320000	322000	3376	3395			
chr2	284000	286000	chr2	300000	302000	3377	3385			
chr2	284000	286000	chr2	302000	304000	3377	3386			
chr2	284000	286000	chr2	320000	322000	3377	3395			
chr2	284000	286000	chr2	334000	336000	3377	3402			
chr2	300000	302000	chr2	320000	322000	3385	3395			
chr2	300000	302000	chr2	334000	336000	3385	3402			
chr2	300000	302000	chr2	350000	352000	3385	3410			
chr2	302000	304000	chr2	320000	322000	3386	3395	-0.0188299295	0.7622791603909352	0.9579718730409021
chr2	302000	304000	chr2	334000	336000	3386	3402			
chr2	302000	304000	chr2	350000	352000	3386	3410			
chr2	320000	322000	chr2	334000	336000	3395	3402	0.1445726889	0.023808376529092165	0.14286886652327757
chr2	320000	322000	chr2	350000	352000	3395	3410			
chr2	320000	322000	chr2	364000	366000	3395	3417			
